FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.2662,2662,POINT (16.442748751277357 48.25007634618457),Kagraner Platz,Kagraner Platz,26,633,
OEFFHALTESTOGD.2663,2663,POINT (16.330920699874103 48.21856164557624),Elterleinplatz,Elterleinplatz,9,276,
OEFFHALTESTOGD.2664,2664,POINT (16.34245527557603 48.24643533630953),Sieveringer Straﬂe,Sieveringer Straﬂe,38,1252,
OEFFHALTESTOGD.2665,2665,POINT (16.34543509988664 48.215494265067356),Br¸nnlbadgasse,Br¸nnlbadgasse,43,178,
OEFFHALTESTOGD.2666,2666,POINT (16.31913595523148 48.21621854239963),Wilhelminenstraﬂe/Wattgasse,Wilhelminenstraﬂe/Wattgasse,44,1490,
OEFFHALTESTOGD.2667,2667,POINT (16.418115630342083 48.29321030634862),Van-Swieten-Kaserne,Van-Swieten-Kaserne,"30, 31",1419,
OEFFHALTESTOGD.2668,2668,POINT (16.341114605072757 48.198701638540264),Stollgasse,Stollgasse,5,1328,
OEFFHALTESTOGD.2669,2669,POINT (16.389314723794435 48.223512046089986),Nordbahnstraﬂe,Nordbahnstraﬂe,5,941,
OEFFHALTESTOGD.2670,2670,POINT (16.263132063537743 48.1325162243779),Rodaun,Rodaun,60,1105,
OEFFHALTESTOGD.2671,2671,POINT (16.31623072309993 48.16532070787001),Breitenfurter Straﬂe/Altmannsdorfer Straﬂe,Breitenfurter Straﬂe/Altmannsdorfer Straﬂe,62,35,
OEFFHALTESTOGD.2672,2672,POINT (16.420300300455857 48.17022226793037),Simmering,Simmering,"6, 71",1260,
OEFFHALTESTOGD.2673,2673,POINT (16.394995822994094 48.25376221311524),Matth‰us-Jiszda-Straﬂe,Matth‰us-Jiszda-Straﬂe,31,848,
OEFFHALTESTOGD.2674,2674,POINT (16.39934930351848 48.20613814756749),Wittelsbachstraﬂe,Wittelsbachstraﬂe,1,1497,
OEFFHALTESTOGD.2675,2675,POINT (16.341796843497836 48.24902928762664),Paradisgasse,Paradisgasse,38,992,
OEFFHALTESTOGD.2676,2676,POINT (16.334802085364533 48.17525835297593),Dˆrfelstraﬂe,Dˆrfelstraﬂe,62,865,
OEFFHALTESTOGD.2677,2677,POINT (16.339111936113714 48.21110658290166),Josefst‰dter Straﬂe,Josefst‰dter Straﬂe,2,615,
OEFFHALTESTOGD.2678,2678,POINT (16.36694165601403 48.19249536543999),Mayerhofgasse,Mayerhofgasse,"1, 62",859,
OEFFHALTESTOGD.2679,2679,POINT (16.33115964583231 48.21170371836039),Neulerchenfelder Straﬂe/Haberlgasse,Neulerchenfelder Straﬂe/Haberlgasse,2,456,
OEFFHALTESTOGD.2680,2680,POINT (16.406132322619047 48.174713835255744),Geiselbergstraﬂe,Geiselbergstraﬂe,6,484,
OEFFHALTESTOGD.2681,2681,POINT (16.28679069410756 48.17009595149408),Hofwiesengasse,Hofwiesengasse,"60, 62",539,
OEFFHALTESTOGD.2682,2682,POINT (16.36874817853736 48.184326498514906),Blechturmgasse,Blechturmgasse,18,145,
OEFFHALTESTOGD.2683,2683,POINT (16.355676048826002 48.244599434282044),Barawitzkagasse,Barawitzkagasse,37,109,
OEFFHALTESTOGD.2684,2684,POINT (16.38076264685966 48.22808949783448),Nordwestbahnstraﬂe,Nordwestbahnstraﬂe,5,944,
OEFFHALTESTOGD.2685,2685,POINT (16.31479472655987 48.189875236083004),Penzinger Straﬂe,Penzinger Straﬂe,"10, 58",1005,
OEFFHALTESTOGD.2686,2686,POINT (16.28591392830146 48.18169668949218),Stadlergasse,Stadlergasse,60,1304,
OEFFHALTESTOGD.2687,2687,POINT (16.36442633586983 48.166734589450506),Migerkastraﬂe,Migerkastraﬂe,O,876,
OEFFHALTESTOGD.2688,2688,POINT (16.38661936534591 48.29137841757649),"Strebersdorf, Edmund-Hawranek-Platz","Strebersdorf, Edmund-Hawranek-Platz",26,260,
OEFFHALTESTOGD.2689,2689,POINT (16.3120387113758 48.1996736544354),H¸tteldorfer Straﬂe,H¸tteldorfer Straﬂe,10,1035,
OEFFHALTESTOGD.2690,2690,POINT (16.382343154583598 48.22229555401852),Taborstraﬂe/Heinestraﬂe,Taborstraﬂe/Heinestraﬂe,2,494,
OEFFHALTESTOGD.2691,2691,POINT (16.365259440943586 48.227138484776845),Friedensbr¸cke,Friedensbr¸cke,"33, 5",357,
OEFFHALTESTOGD.2692,2692,POINT (16.35506032378677 48.249158942475646),Perntergasse,Perntergasse,37,1008,
OEFFHALTESTOGD.2693,2693,POINT (16.301917908150923 48.22814591853258),Dornbacher Straﬂe,Dornbacher Straﬂe,43,241,
OEFFHALTESTOGD.2694,2694,POINT (16.328904655685097 48.198470856067125),Schweglerstraﬂe,Schweglerstraﬂe,"49, 9",1200,
OEFFHALTESTOGD.2695,2695,POINT (16.362817832001145 48.259533657662075),"Nuﬂdorf, Beethovengang","Nuﬂdorf, Beethovengang",D,116,
OEFFHALTESTOGD.2696,2696,POINT (16.33541060845443 48.209036625195054),Thaliastraﬂe/Brunnengasse,Thaliastraﬂe/Brunnengasse,46,172,
OEFFHALTESTOGD.2697,2697,POINT (16.383381559651095 48.17488146990455),Gellertplatz,Gellertplatz,6,384,
OEFFHALTESTOGD.2698,2698,POINT (16.380578603641293 48.18452755053045),Hauptbahnhof Ost,Hauptbahnhof Ost,D,905,
OEFFHALTESTOGD.2699,2699,POINT (16.377862326886486 48.21159594589741),Schwedenplatz,Schwedenplatz,"1, 2",1198,
OEFFHALTESTOGD.2700,2700,POINT (16.41267980023432 48.177666340998826),Hauffgasse,Hauffgasse,71,702,
OEFFHALTESTOGD.2701,2701,POINT (16.305671384018975 48.21088200908045),Rankgasse,Rankgasse,"10, 46",1489,
OEFFHALTESTOGD.2702,2702,POINT (16.360714154471708 48.220881309399445),Bauernfeldplatz,Bauernfeldplatz,D,112,
OEFFHALTESTOGD.2703,2703,POINT (16.359281778893248 48.180426487527555),Matzleinsdorfer Platz,Matzleinsdorfer Platz,"1, 18, 6",849,
OEFFHALTESTOGD.2704,2704,POINT (16.3387047957911 48.19291995739451),Mariahilfer G¸rtel,Mariahilfer G¸rtel,"18, 6",833,
OEFFHALTESTOGD.2705,2705,POINT (16.40486347738579 48.184371570027416),Litfaﬂstraﬂe,Litfaﬂstraﬂe,71,805,
OEFFHALTESTOGD.2706,2706,POINT (16.38731235782432 48.20188632171908),Sechskr¸gelgasse,Sechskr¸gelgasse,O,1218,
OEFFHALTESTOGD.2707,2707,POINT (16.394371125850654 48.206249179922494),Lˆwengasse,Lˆwengasse,1,1071,
OEFFHALTESTOGD.2708,2708,POINT (16.35517426222173 48.209230098605325),Rathaus,Rathaus,2,1072,
OEFFHALTESTOGD.2709,2709,POINT (16.383222455493 48.23366622058023),Traisengasse,Traisengasse,2,1385,
OEFFHALTESTOGD.2710,2710,POINT (16.395227733636204 48.191738934013614),Oberzellergasse,Oberzellergasse,71,461,
OEFFHALTESTOGD.2711,2711,POINT (16.375353700074257 48.23072028597115),Rauscherstraﬂe,Rauscherstraﬂe,5,1077,
OEFFHALTESTOGD.2712,2712,POINT (16.383287524942922 48.16128779876674),Altes Landgut,Altes Landgut,67,33,
OEFFHALTESTOGD.2713,2713,POINT (16.433626067004536 48.24383399091063),Kagran,Kagran,25,627,
OEFFHALTESTOGD.2714,2714,POINT (16.311501230877486 48.193778624629374),Linzer Straﬂe/Reinlgasse,Linzer Straﬂe/Reinlgasse,"10, 52",1084,
OEFFHALTESTOGD.2715,2715,POINT (16.330014682862604 48.20986042319975),Thaliastraﬂe/Haberlgasse,Thaliastraﬂe/Haberlgasse,46,783,
OEFFHALTESTOGD.2716,2716,POINT (16.393260685737115 48.265940331768704),Koloniestraﬂe,Koloniestraﬂe,26,699,
OEFFHALTESTOGD.2717,2717,POINT (16.356822475130585 48.22998603922787),Augasse,Augasse,33,99,
OEFFHALTESTOGD.2718,2718,POINT (16.3585146308956 48.17719069750389),Quellenstraﬂe/Knˆllgasse,Quellenstraﬂe/Knˆllgasse,6,1060,
OEFFHALTESTOGD.2719,2719,POINT (16.396968022991395 48.18634548377773),Wildgansplatz,Wildgansplatz,18,1486,
OEFFHALTESTOGD.2720,2720,POINT (16.295972580829346 48.23065648380321),Himmelmutterweg,Himmelmutterweg,43,525,
OEFFHALTESTOGD.2721,2721,POINT (16.4483733445799 48.15275504558838),Zentralfriedhof 3.Tor,Zentralfriedhof 3.Tor,"6, 71",1522,
OEFFHALTESTOGD.2722,2722,POINT (16.361796064118383 48.213725482400505),Schottentor,Schottentor,"1, 71, D",1184,
OEFFHALTESTOGD.2723,2723,POINT (16.341768716617707 48.215192457791524),Hernalser G¸rtel,Hernalser G¸rtel,44,507,
OEFFHALTESTOGD.2724,2724,POINT (16.32898260934329 48.23156047018109),Gersthof,Gersthof,"40, 41, 9",393,
OEFFHALTESTOGD.2725,2725,POINT (16.30589672137028 48.21436337500918),Ottakringer Str/Erdbrustgasse,Ottakringer Str/Erdbrustgasse,2,284,
OEFFHALTESTOGD.2726,2726,POINT (16.348755691518807 48.209635050394944),Lederergasse,Lederergasse,2,1559,
OEFFHALTESTOGD.2727,2727,POINT (16.293524827490657 48.186964501116876),Wenzgasse,Wenzgasse,58,1466,
OEFFHALTESTOGD.2728,2728,POINT (16.38118583240722 48.19668050684188),Unteres Belvedere,Unteres Belvedere,71,1407,
OEFFHALTESTOGD.2729,2729,POINT (16.365298762678577 48.25450799034409),Grinzinger Straﬂe,Grinzinger Straﬂe,D,428,
OEFFHALTESTOGD.2730,2730,POINT (16.289035073156303 48.187114549822375),Fichtnergasse,Fichtnergasse,58,330,
OEFFHALTESTOGD.2731,2731,POINT (16.32172735516614 48.221410325833496),Hernalser Hauptstraﬂe/Wattgasse,Hernalser Hauptstraﬂe/Wattgasse,43,508,
OEFFHALTESTOGD.2732,2732,POINT (16.33802807280023 48.17882043642284),Aﬂmayergasse,Aﬂmayergasse,62,103,
OEFFHALTESTOGD.2733,2733,POINT (16.34425423518853 48.24477986953126),Oberdˆbling,Oberdˆbling,38,959,
OEFFHALTESTOGD.2734,2734,POINT (16.335749069216547 48.19445738590724),Staglgasse,Staglgasse,"52, 58",1306,
OEFFHALTESTOGD.2735,2735,POINT (16.290054542417806 48.19462534133071),Gusenleithnergasse,Gusenleithnergasse,52,442,
OEFFHALTESTOGD.2736,2736,POINT (16.3442037563858 48.18046958516242),Marx-Meidlinger-Straﬂe,Marx-Meidlinger-Straﬂe,62,844,
OEFFHALTESTOGD.2737,2737,POINT (16.270376999019422 48.142775726251784),Anton-Krieger-Gasse,Anton-Krieger-Gasse,60,70,
OEFFHALTESTOGD.2738,2738,POINT (16.38832334076204 48.227940419569926),Rebhanngasse,Rebhanngasse,2,1079,
OEFFHALTESTOGD.2739,2739,POINT (16.415707556487902 48.28899974592997),Anton-Schall-Gasse,Anton-Schall-Gasse,"30, 31",132,
OEFFHALTESTOGD.2740,2740,POINT (16.353563994492504 48.23654269780999),Guneschgasse,Guneschgasse,37,438,
OEFFHALTESTOGD.2741,2741,POINT (16.30666494435204 48.21384503865392),Thaliastraﬂe/Maroltingergasse,Thaliastraﬂe/Maroltingergasse,"10, 2, 46",840,
OEFFHALTESTOGD.2742,2742,POINT (16.339703486018387 48.20604067155818),Kaiserstraﬂe/Neustiftgasse,Kaiserstraﬂe/Neustiftgasse,5,645,
OEFFHALTESTOGD.2743,2743,POINT (16.34934825346154 48.20640775832364),Strozzigasse,Strozzigasse,46,1340,
OEFFHALTESTOGD.2744,2744,POINT (16.311642493703836 48.21266653495786),Ottakring,Ottakring,"2, 46",981,
OEFFHALTESTOGD.2745,2745,POINT (16.378357910567814 48.17388454318915),Reumannplatz,Reumannplatz,67,1095,
OEFFHALTESTOGD.2746,2746,POINT (16.284197529019714 48.16838850755111),"Speising, Hermesstraﬂe","Speising, Hermesstraﬂe","60, 62",504,
OEFFHALTESTOGD.2747,2747,POINT (16.359506067166738 48.22892103795241),Althanstraﬂe,Althanstraﬂe,"33, D",34,
OEFFHALTESTOGD.2748,2748,POINT (16.4648514478078 48.219502085813744),Donauspital,Donauspital,25,1278,
OEFFHALTESTOGD.2749,2749,POINT (16.35507704207822 48.22479393929599),Nuﬂdorfer Straﬂe/Alserbachstraﬂe,Nuﬂdorfer Straﬂe/Alserbachstraﬂe,"33, 38, 5",29,
OEFFHALTESTOGD.2750,2750,POINT (16.356852808055034 48.23602172442227),Spittelau,Spittelau,D,1062,
OEFFHALTESTOGD.2751,2751,POINT (16.310984635445404 48.24080730557224),Pˆtzleinsdorf,Pˆtzleinsdorf,41,1056,
OEFFHALTESTOGD.2752,2752,POINT (16.27228719600629 48.19891495330846),Baumgarten,Baumgarten,49,358,
OEFFHALTESTOGD.2753,2753,POINT (16.356317900804076 48.17544577037599),Knˆllgasse/Davidgasse,Knˆllgasse/Davidgasse,1,225,
OEFFHALTESTOGD.2754,2754,POINT (16.381465082649992 48.16635595804244),Schleiergasse,Schleiergasse,67,1167,
OEFFHALTESTOGD.2755,2755,POINT (16.339435553862476 48.1968546781554),Westbahnhof,Westbahnhof,"5, 9",1468,
OEFFHALTESTOGD.2756,2756,POINT (16.35874485265414 48.155641601720454),Frˆdenplatz,Frˆdenplatz,67,365,
OEFFHALTESTOGD.2514,2514,POINT (16.41415895739882 48.286301941684165),Empergergasse,Empergergasse,"30, 31",471,
OEFFHALTESTOGD.2515,2515,POINT (16.383804053705436 48.22550397598267),Am Tabor,Am Tabor,2,51,
OEFFHALTESTOGD.2516,2516,POINT (16.377557849377364 48.21327948781396),Marienbr¸cke,Marienbr¸cke,2,838,
OEFFHALTESTOGD.2517,2517,POINT (16.35099996562857 48.214547415229745),Lange Gasse,Lange Gasse,"33, 43, 5",747,
OEFFHALTESTOGD.2518,2518,POINT (16.35572936108842 48.251009357714786),Hohe Warte,Hohe Warte,37,540,
OEFFHALTESTOGD.2519,2519,POINT (16.283645437621377 48.17709611993174),Jagdschloﬂgasse,Jagdschloﬂgasse,60,589,
OEFFHALTESTOGD.2520,2520,POINT (16.39297023122213 48.20837952520135),Hetzgasse,Hetzgasse,1,513,
OEFFHALTESTOGD.2521,2521,POINT (16.38460663192922 48.1882823572606),Fasangasse,Fasangasse,"18, O",300,
OEFFHALTESTOGD.2522,2522,POINT (16.40105603698247 48.25708799133704),Floridsdorf,Floridsdorf,"25, 26",334,
OEFFHALTESTOGD.2523,2523,POINT (16.360378659377357 48.15846102610033),Wienerfeldgasse,Wienerfeldgasse,67,1480,
OEFFHALTESTOGD.2524,2524,POINT (16.382070193107065 48.15364562227062),Alaudagasse,Alaudagasse,67,14,
OEFFHALTESTOGD.2525,2525,POINT (16.42869372195986 48.16207210461256),Weiﬂenbˆckstraﬂe,Weiﬂenbˆckstraﬂe,"6, 71",1463,
OEFFHALTESTOGD.2526,2526,POINT (16.33510903145145 48.21463455213024),Yppengasse,Yppengasse,44,124,
OEFFHALTESTOGD.2527,2527,POINT (16.34501041055402 48.20181923005765),Zieglergasse/Westbahnstraﬂe,Zieglergasse/Westbahnstraﬂe,49,1533,
OEFFHALTESTOGD.2528,2528,POINT (16.314959116820756 48.2235880685258),Hernals,Hernals,43,505,
OEFFHALTESTOGD.2529,2529,POINT (16.377046467422314 48.19851191244984),Am Heumarkt,Am Heumarkt,71,1795,
OEFFHALTESTOGD.2530,2530,POINT (16.324382926541748 48.23167568066932),Alsegger Straﬂe,Alsegger Straﬂe,40,26,
OEFFHALTESTOGD.2531,2531,POINT (16.308761406933904 48.21378025419287),Johannes-Krawarik-Gasse,Johannes-Krawarik-Gasse,2,601,
OEFFHALTESTOGD.2532,2532,POINT (16.29854269699536 48.18651214739355),Dommayergasse,Dommayergasse,58,233,
OEFFHALTESTOGD.2533,2533,POINT (16.365661848331296 48.2154668879515),Bˆrse,Bˆrse,"1, D",195,
OEFFHALTESTOGD.2534,2534,POINT (16.360116408986485 48.208917646747906),Stadiongasse/Parlament,Stadiongasse/Parlament,"1, 71, D",994,
OEFFHALTESTOGD.2535,2535,POINT (16.395237562421965 48.2613915542736),Nordbr¸cke,Nordbr¸cke,26,943,
OEFFHALTESTOGD.2536,2536,POINT (16.341578474347063 48.19664955026601),Kaiserstraﬂe,Kaiserstraﬂe,5,643,
OEFFHALTESTOGD.2537,2537,POINT (16.399337868482615 48.18836064858916),Sankt Marx,Sankt Marx,18,1425,
OEFFHALTESTOGD.2538,2538,POINT (16.32265960085969 48.19025943838673),"Rudolfsheim, Ansch¸tzgasse","Rudolfsheim, Ansch¸tzgasse","52, 58",67,
OEFFHALTESTOGD.2539,2539,POINT (16.344816698546243 48.22613323417276),Kutschkergasse,Kutschkergasse,"40, 41",732,
OEFFHALTESTOGD.2540,2540,POINT (16.26219732930873 48.201581532203065),Bahnhofstraﬂe,Bahnhofstraﬂe,49,107,
OEFFHALTESTOGD.2541,2541,POINT (16.307579491687424 48.2180990916085),Wilhelminenstraﬂe/Sandleitengasse,Wilhelminenstraﬂe/Sandleitengasse,"10, 44",1121,
OEFFHALTESTOGD.2542,2542,POINT (16.32715178146231 48.219123592472286),Rosensteingasse,Rosensteingasse,"43, 9",1115,
OEFFHALTESTOGD.2543,2543,POINT (16.35733165534184 48.204866858659855),Volkstheater,Volkstheater,49,1430,
OEFFHALTESTOGD.2544,2544,POINT (16.433912208274446 48.24140366709887),Donauzentrum,Donauzentrum,25,238,
OEFFHALTESTOGD.2545,2545,POINT (16.30825017881197 48.201891498636435),Laurentiusplatz,Laurentiusplatz,10,754,
OEFFHALTESTOGD.2546,2546,POINT (16.283117728236686 48.195255105424046),Gruschaplatz,Gruschaplatz,52,434,
OEFFHALTESTOGD.2547,2547,POINT (16.36211450248361 48.17640218775502),Bernhardtstalgasse,Bernhardtstalgasse,6,1598,
OEFFHALTESTOGD.2548,2548,POINT (16.349006275900233 48.23706018286723),Hardtgasse,Hardtgasse,38,474,
OEFFHALTESTOGD.2549,2549,POINT (16.34049958782594 48.20184280520832),Kaiserstraﬂe/Westbahnstraﬂe,Kaiserstraﬂe/Westbahnstraﬂe,"49, 5",646,
OEFFHALTESTOGD.2550,2550,POINT (16.32848157119894 48.22768720472094),Simonygasse,Simonygasse,9,1526,
OEFFHALTESTOGD.2551,2551,POINT (16.356969655525088 48.25117403731445),Dˆblinger Bad,Dˆblinger Bad,37,252,
OEFFHALTESTOGD.2552,2552,POINT (16.338324599489383 48.195473528651114),Gerstnerstraﬂe/Westbhf,Gerstnerstraﬂe/Westbhf,"52, 58",1566,
OEFFHALTESTOGD.2553,2553,POINT (16.377224026442065 48.23898661963578),Hˆchst‰dtplatz,Hˆchst‰dtplatz,2,569,
OEFFHALTESTOGD.2554,2554,POINT (16.348042039952595 48.21319812645498),Laudongasse,Laudongasse,"33, 5",753,
OEFFHALTESTOGD.2555,2555,POINT (16.416337658440206 48.17417324790622),Enkplatz,Enkplatz,"6, 71",425,
OEFFHALTESTOGD.2556,2556,POINT (16.404706071163165 48.19328929947881),Baumgasse,Baumgasse,18,115,
OEFFHALTESTOGD.2557,2557,POINT (16.34964873561457 48.18038244382665),Eichenstraﬂe,Eichenstraﬂe,"18, 6, 62",267,
OEFFHALTESTOGD.2558,2558,POINT (16.36605195440003 48.176127169837606),Neilreichgasse,Neilreichgasse,6,914,
OEFFHALTESTOGD.2559,2559,POINT (16.361373618844123 48.222946250862236),Seegasse,Seegasse,D,371,
OEFFHALTESTOGD.2560,2560,POINT (16.306452825870892 48.19885761382142),Breitensee,Breitensee,49,166,
OEFFHALTESTOGD.2561,2561,POINT (16.40133449241833 48.19070571496807),Viehmarktgasse,Viehmarktgasse,18,1148,
OEFFHALTESTOGD.2562,2562,POINT (16.32431268129666 48.208047857456606),Koppstraﬂe/Panikengasse,Koppstraﬂe/Panikengasse,9,704,
OEFFHALTESTOGD.2563,2563,POINT (16.3662944537304 48.23597755601264),Wexstraﬂe,Wexstraﬂe,31,1470,
OEFFHALTESTOGD.2564,2564,POINT (16.34563129580841 48.180855579205364),Siebertgasse,Siebertgasse,62,1238,
OEFFHALTESTOGD.2565,2565,POINT (16.353724360270313 48.17276396730323),Knˆllgasse/Troststraﬂe,Knˆllgasse/Troststraﬂe,1,1392,
OEFFHALTESTOGD.2566,2566,POINT (16.385493451981077 48.20578487315378),Landstraﬂe-Wien Mitte,Landstraﬂe-Wien Mitte,O,743,
OEFFHALTESTOGD.2567,2567,POINT (16.316882962915916 48.232473985263674),Herbeckstraﬂe,Herbeckstraﬂe,40,502,
OEFFHALTESTOGD.2568,2568,POINT (16.391663627219163 48.21828964794694),Praterstern,Praterstern,5,1040,
OEFFHALTESTOGD.2569,2569,POINT (16.386129051658603 48.1946262537097),Rennweg,Rennweg,71,1091,
OEFFHALTESTOGD.2570,2570,POINT (16.35533206412397 48.22087226650545),Sensengasse,Sensengasse,"37, 38, 40, 41, 42",1226,
OEFFHALTESTOGD.2571,2571,POINT (16.41433420883363 48.17480416572343),Gottschalkgasse/Enkplatz,Gottschalkgasse/Enkplatz,6,1757,
OEFFHALTESTOGD.2572,2572,POINT (16.351558497047908 48.17045682541749),Windtenstraﬂe,Windtenstraﬂe,1,1494,
OEFFHALTESTOGD.2573,2573,POINT (16.30417631020623 48.18756019229604),Hietzing,Hietzing,10,520,
OEFFHALTESTOGD.2574,2574,POINT (16.430091013345436 48.24689794614918),Prandaugasse,Prandaugasse,25,1735,
OEFFHALTESTOGD.2575,2575,POINT (16.42376408912044 48.16694207278933),Fickeysstraﬂe,Fickeysstraﬂe,"6, 71",314,
OEFFHALTESTOGD.2576,2576,POINT (16.319189823754233 48.16783282723531),Sonnergasse,Sonnergasse,62,1276,
OEFFHALTESTOGD.2577,2577,POINT (16.318933410646274 48.2115612653583),Schuhmeierplatz,Schuhmeierplatz,46,1190,
OEFFHALTESTOGD.2578,2578,POINT (16.280089680413354 48.19764795149154),Waidhausenstraﬂe,Waidhausenstraﬂe,49,1438,
OEFFHALTESTOGD.2579,2579,POINT (16.311996146134582 48.19663358657182),Reinlgasse/M‰rzstraﬂe,Reinlgasse/M‰rzstraﬂe,10,909,
OEFFHALTESTOGD.2580,2580,POINT (16.337832739322 48.190541004038145),Gumpendorfer Straﬂe,Gumpendorfer Straﬂe,"18, 6",436,
OEFFHALTESTOGD.2581,2581,POINT (16.37032170656611 48.23273073682799),Brigittaplatz,Brigittaplatz,33,170,
OEFFHALTESTOGD.2582,2582,POINT (16.255296835444273 48.20284750732528),"H¸tteldorf, Bujattigasse","H¸tteldorf, Bujattigasse",49,184,
OEFFHALTESTOGD.2583,2583,POINT (16.47716688606956 48.21786981006073),Trondheimgasse,Trondheimgasse,25,1630,
OEFFHALTESTOGD.2584,2584,POINT (16.314764895599787 48.19274873362219),Linzer Straﬂe/Johnstraﬂe,Linzer Straﬂe/Johnstraﬂe,"10, 52",1158,
OEFFHALTESTOGD.2585,2585,POINT (16.469883745474444 48.15952232215258),"Kaiserebersdorf, Zinnergasse","Kaiserebersdorf, Zinnergasse",6,639,
OEFFHALTESTOGD.2586,2586,POINT (16.37136813841165 48.21969016817842),Obere Donaustraﬂe,Obere Donaustraﬂe,31,962,
OEFFHALTESTOGD.2587,2587,POINT (16.258835092652934 48.20182121830908),Satzberggasse,Satzberggasse,49,1734,
OEFFHALTESTOGD.2588,2588,POINT (16.47029360662927 48.21878518114451),Langobardenstraﬂe/Kapellenweg,Langobardenstraﬂe/Kapellenweg,25,778,
OEFFHALTESTOGD.2589,2589,POINT (16.374701213093516 48.200838990712775),Schwarzenbergplatz,Schwarzenbergplatz,"71, D",1193,
OEFFHALTESTOGD.2590,2590,POINT (16.35551978950453 48.241201229626306),Pokornygasse,Pokornygasse,37,1030,
OEFFHALTESTOGD.2591,2591,POINT (16.3422436072197 48.22660416320425),Martinstraﬂe,Martinstraﬂe,"40, 41",843,
OEFFHALTESTOGD.2592,2592,POINT (16.37763871903337 48.204306876711314),Weihburggasse,Weihburggasse,2,1460,
OEFFHALTESTOGD.2593,2593,POINT (16.441996412993348 48.15447749060699),Zentralfriedhof 2.Tor,Zentralfriedhof 2.Tor,"6, 71",1521,
OEFFHALTESTOGD.2594,2594,POINT (16.33177293185975 48.22146735107877),Blumengasse,Blumengasse,9,149,
OEFFHALTESTOGD.2595,2595,POINT (16.349338771484636 48.202164529177),Neubaugasse/Westbahnstraﬂe,Neubaugasse/Westbahnstraﬂe,49,1088,
OEFFHALTESTOGD.2200,2200,POINT (16.29586404918657 48.14607268495456),Brunner Straﬂe/Erlaaer Straﬂe,Brunner Straﬂe/Erlaaer Straﬂe,62A,174,
OEFFHALTESTOGD.2201,2201,POINT (16.309173398773524 48.167519963018755),Schloss Hetzendorf,Schloss Hetzendorf,63A,1174,
OEFFHALTESTOGD.2202,2202,POINT (16.323979781381833 48.1784817344782),Pohlgasse,Pohlgasse,63A,1028,
OEFFHALTESTOGD.2203,2203,POINT (16.324045977939782 48.17882010515166),Pohlgasse,Pohlgasse,63A,1028,
OEFFHALTESTOGD.2204,2204,POINT (16.324517416640813 48.18146014948014),Rosasgasse,Rosasgasse,63A,1112,
OEFFHALTESTOGD.2205,2205,POINT (16.333062618335045 48.18121969984023),Niederhofstraﬂe,Niederhofstraﬂe,63A,937,
OEFFHALTESTOGD.2206,2206,POINT (16.344122889596367 48.173418857507514),Unfallkrankenhaus Meidling,Unfallkrankenhaus Meidling,63A,1403,
OEFFHALTESTOGD.2207,2207,POINT (16.33751836805072 48.17149958516083),Eibesbrunnergasse,Eibesbrunnergasse,63A,264,
OEFFHALTESTOGD.2208,2208,POINT (16.379147554034247 48.17458052556667),Reumannplatz,Reumannplatz,"68A, 68B",1095,
OEFFHALTESTOGD.2209,2209,POINT (16.380637542822026 48.17311502202627),Waldgasse,Waldgasse,"68A, 68B",1441,
OEFFHALTESTOGD.2210,2210,POINT (16.387278609334682 48.16714323074683),Absbergbr¸cke,Absbergbr¸cke,"68A, 68B",1787,
OEFFHALTESTOGD.2211,2211,POINT (16.39091929481393 48.16461105332554),Urselbrunnengasse,Urselbrunnengasse,"68A, 68B",1414,
